ProdReference,Name,SEOName,Description,ShortDescription,SEOShortDescription,SEOShortDescriptionCap,IsTextil,HasColors,HasSizes,HasCapacitys,CombinedSizes,Gender,DefaultCustomizationIncludedInPrice,AvailableGross,BoxLengthMM,BoxWidthMM,BoxHeightMM,BoxSizeM,BoxWeightKG,BoxVolume,BoxQuantity,BoxInnerQuantity,Multiplier,Taric,Type,TypeCode,SubType,SubTypeCode,MainImage,BoxImage,BagImage,PouchImage,AditionalImageList,AllImageList,Brand,CountryOfOrigin,PvcFree,Properties,ProductCare,WeightGr,Certificates,Composition,Packing,Repacking,RefillType,BatteryType,Materials,PaperSize,PaperGramage,CapacityMah,CapacityGB,VideoLink,InkColor,VideoLinkVimeo,OtherDetails,Sizes,Capacitys,KeyWords,Colors,ProductComponents,RelatedReferences,ProductDefaultComponent,Video360,ProductComponentLocations,ProductComponentDefaultLocation,ProductComponentDefaultLocationAreaMM,ProductComposedLocations,CustomizationTypes,CustomizationDefaultType,CustomizationDefaultTable,CustomizationTables,CustomizationTableOptions,CustomizationDefault,CustomizationDefaultTableMaxColors,CustomizationDefaultHandlingCosts,CustomizationDefaultPrintingLines,IsSeasonal,SeasonalOccasion,SeasonalStartDate,SeasonalEndDate,IsStockOut,OnlineExclusive,CertificateFiles,Weight,Catalogs,UpdateDate
53628,MATISSE II. Caderno A5 de capa dura em couro 70% reciclado com 192 páginas pautadas,MATISSE II,"Caderno A5 de capa dura em couro 70% reciclado. Contém 192 páginas pautadas cor marfim em papel proveniente de gestão florestal sustentável, suporte para esferográfica (não inclusa), elástico e fita separadora em preto. Contém bolso interior. 140 x 210 mm","Caderno A5 de capa dura em couro 70% reciclado. Contém 192 páginas pautadas cor marfim em papel proveniente de gestão florestal sustentável, suporte para esferográfica (não inclusa), elástico e fita separadora em preto. Contém bolso interior",MATISSE II. Caderno A5 de capa dura em couro 70% reciclado com 192 páginas pautadas,MATISSE II. CADERNO A5 DE CAPA DURA EM COURO 70% RECICLADO COM 192 PÁGINAS PAUTADAS,False,True,False,False,140 x 210 mm,,False,True,0.43,0.22,0.33,0.430X0.220X0.330,15.66,0.031,48,1,1,48202000,Escritório,4,Blocos,163,53628_set.jpg,,,53628_pouch.jpg,,"53628_set.jpg, 53628_103-a.jpg, 53628_pouch.jpg, 53628_amb.jpg, 53628_103.jpg, 53628_103-b.jpg, 53628_103-c.jpg, 53628_111.jpg, 53628_111-a.jpg, 53628_111-b.jpg, 53628_111-c.jpg, 53628_111-d.jpg",hi!dea™,China,False,"Pele, Tamanho A5, Folhas pautadas cor marfim, Our nature, PU reciclado, sustainable florest product",,70 g/m²,,,,,,,Couro reciclado,,,,0,,,,,,,"cadernos, amigo do ambiente, pautado, folhas pautadas, ecologic, ecologico, ecológicos, eco, produtos eco, sustentável, sustentáveis, certificado, 93087","Marron claro, Preto","Bloco,Bolsa",91444,Bloco,,"Verso, Frente, Frente",Frente,110 x 180,"Bloco - Verso, Bloco - Frente, Bolsa - Frente","Hot stamping, Silk Screen, Transfer",Transfer,TRS1-01-01,"HTS2-01, SCR2-01, TRS1-01, TRS1-02, TRS1-03, TRS1-04, SCR1-01","HTS2-01-01, SCR2-01-01, TRS1-01-01, TRS1-01-02, TRS1-01-03, TRS1-01-04, TRS1-01-F, TRS1-02-01, TRS1-02-02, TRS1-02-03, TRS1-02-04, TRS1-02-F, TRS1-03-01, TRS1-03-02, TRS1-03-03, TRS1-03-04, TRS1-03-F, TRS1-04-01, TRS1-04-02, TRS1-04-03, TRS1-04-04, TRS1-04-F, SCR1-01-01, SCR1-01-02, SCR1-01-03",Bloco - Frente (Transfer - 110 x 180),0,0.0,53628_1_1_1.png,False,,,,False,False,cert_53628.zip,311,"SPOT,Our Nature",07/29/2025 16:17:45
53630,BOYD II. Caderno A5 de capa dura em PET 100% reciclado com 192 páginas pautadas,BOYD II,"Caderno A5 de capa dura em tecido poliéster 100% reciclado (rPET). Contém 192 páginas pautadas em papel cor marfim, proveniente de gestão florestal sustentável, fita separadora, elástico e bolso em papel na parte traseira da capa. 140 x 210 mm","Caderno A5 de capa dura em tecido poliéster 100% reciclado (rPET). Contém 192 páginas pautadas em papel cor marfim, proveniente de gestão florestal sustentável, fita separadora, elástico e bolso em papel na parte traseira da capa",BOYD II. Caderno A5 de capa dura em PET 100% reciclado com 192 páginas pautadas,BOYD II. CADERNO A5 DE CAPA DURA EM PET 100% RECICLADO COM 192 PÁGINAS PAUTADAS,False,True,False,False,140 x 210 mm,,False,True,0.44,0.3,0.19,0.440X0.300X0.190,11.9,0.023,40,1,1,48202000,Escritório,4,Blocos,163,53630_set.jpg,,,,,"53630_set.jpg, 53630_104-a-logo.jpg, 53630_amb.jpg, 53630_104.jpg, 53630_104-a.jpg, 53630_105.jpg, 53630_105-a.jpg, 53630_105-c.jpg, 53630_133.jpg, 53630_133-a.jpg",hi!dea™,China,False,"Tamanho A5, Folhas pautadas cor marfim, Our nature, rPET, sustainable florest product",,,,,,,,,rPET,,,,0,,,,,,,"cadernos, blocos, notebooks, ecologic, ecologico, ecológicos, eco, produtos eco, sustentável, sustentáveis, certificado, 93276","Azul, Cinza escuro, Vermelho",Bloco,"93577, 91796, 93297, 93653",Bloco,,"Verso, Frente",Frente,80 x 120,"Bloco - Verso, Bloco - Frente",Transfer,Transfer,TRS1-01-01,"TRS1-01, TRS1-02, TRS1-03","TRS1-01-01, TRS1-01-02, TRS1-01-03, TRS1-01-04, TRS1-01-F, TRS1-02-01, TRS1-02-02, TRS1-02-03, TRS1-02-04, TRS1-02-F, TRS1-03-01, TRS1-03-02, TRS1-03-03, TRS1-03-04, TRS1-03-F",Bloco - Frente (Transfer - 80 x 120),0,0.0,53630_1_1_1.png,False,,,,False,False,cert_53630.zip,281,"SPOT,Últimas Chegadas,Our Nature",07/29/2025 16:17:45
53631,FREUD II. Conjunto de bloco de notas e esferográfica em cortiça,FREUD II,"Conjunto decaderno A5 e esferográfica em cortiça. Bloco de capa dura em cortiça, com 192 páginas pautadas cor marfim, em papel proveniente de gestão florestal sustentável. Esferográfica em cortiça de escrita em azul. Fornecido em caixa presente de papel kraft, proveniente de gestão florestal sustentável. A cor e o resultado da impressão nos materiais naturais pode variar entre produtos. 140 x 210 mm","Conjunto decaderno A5 e esferográfica em cortiça. Bloco de capa dura em cortiça, com 192 páginas pautadas cor marfim, em papel proveniente de gestão florestal sustentável. Esferográfica em cortiça de escrita em azul. Fornecido em caixa presente de papel kraft, proveniente de gestão florestal sustentável. A cor e o resultado da impressão nos materiais naturais pode variar entre produtos",FREUD II. Conjunto de bloco de notas e esferográfica em cortiça,FREUD II. CONJUNTO DE BLOCO DE NOTAS E ESFEROGRÁFICA EM CORTIÇA,False,True,False,False,140 x 210 mm,,False,True,0.42,0.31,0.26,0.420X0.310X0.260,12.8,0.032,30,1,1,48202000,Escritório,4,Blocos,163,53631_set.jpg,53631_160-box.jpg,,,,"53631_set.jpg, 53631_160-a.jpg, 53631_amb.jpg, 53631_160.jpg, 53631_160-box.jpg, 53631_160-b.jpg, 53631_160-c.jpg, 53631_160-d.jpg, 53631_160-e.jpg, 53631_160-f.jpg",hi!dea™,China,False,"Escrita a azul, Fornecido em caixa de oferta, Tamanho A5, Folhas pautadas cor marfim, Our nature, Cortiça",,,,,Caixa craft,Caixa craft,,,Cortiça,,,,0,,,,,,,"cadernos, bloco de notas, pautado, folhas pautadas, amigo do ambiente, esferográficas, caneta, canetas, ecologic, ecologico, ecológicos, eco, produtos eco, sustentável, sustentáveis, certificado, 93578",Natural,"Caixa,Bloco,Esferográfica",92340,Bloco,,"Topo, Frente, Corpo 2, Corpo",Corpo,115 x 180,"Caixa - Topo, Bloco - Frente, Esferográfica - Corpo 2, Esferográfica - Corpo","Silk Screen, UV Digital, Laser, Transfer, Tampografia",Transfer,TRS1-01-01,"SCR1-01, DUV1-01, DUV1-02, DUV1-03, DUV1-04, DUV1-05, DUV1-06, DUV1-07, LSR4-01, LSR4-02, LSR4-03, LSR4-04, LSR4-05, LSR4-06, TRS1-01, TRS1-02, TRS1-03, TRS1-04, PDP1-01","SCR1-01-01, DUV1-01-F, DUV1-02-F, DUV1-03-F, DUV1-04-F, DUV1-05-F, DUV1-06-F, DUV1-07-F, LSR4-01-01, LSR4-02-01, LSR4-03-01, LSR4-04-01, LSR4-05-01, LSR4-06-01, TRS1-01-01, TRS1-01-02, TRS1-01-03, TRS1-01-04, TRS1-01-F, TRS1-02-01, TRS1-02-02, TRS1-02-03, TRS1-02-04, TRS1-02-F, TRS1-03-01, TRS1-03-02, TRS1-03-03, TRS1-03-04, TRS1-03-F, TRS1-04-01, TRS1-04-02, TRS1-04-03, TRS1-04-04, TRS1-04-F, PDP1-01-01",Bloco - Frente (Transfer - 115 x 180),0,0.0,53631_1_1_1.png,False,,,,False,False,cert_53631.zip,370,"SPOT,Últimas Chegadas,Our Nature",07/29/2025 16:17:45
53632,NERUDA II. Caderno A5 de capa dura em palha natural com 192 páginas pautadas recicladas,NERUDA II,"Caderno A5 de capa dura em palha natural. Incluso uma placa em metal, própria para personalização, para adicionar à capa. Contém 192 páginas pautadas em papel cor marfim proveniente de gestão florestal sustentável. Fornecido em caixa presente de papel kraft reciclado. A cor e o resultado da impressão nos materiais naturais pode variar entre produtos. 150 x 210 mm | Placa: 30 x 15 mm","Caderno A5 de capa dura em palha natural. Incluso uma placa em metal, própria para personalização, para adicionar à capa. Contém 192 páginas pautadas em papel cor marfim proveniente de gestão florestal sustentável. Fornecido em caixa presente de papel kraft reciclado. A cor e o resultado da impressão nos materiais naturais pode variar entre produtos",NERUDA II. Caderno A5 de capa dura em palha natural com 192 páginas pautadas recicladas,NERUDA II. CADERNO A5 DE CAPA DURA EM PALHA NATURAL COM 192 PÁGINAS PAUTADAS RECICLADAS,False,True,False,False,150 x 210 mm | Placa: 30 x 15 mm,,False,True,0.35,0.25,0.33,0.350X0.250X0.330,11.4,0.029,30,15,1,48202000,Escritório,4,Blocos,163,53632_set.jpg,,,,,"53632_set.jpg, 53632_160-a.jpg, 53632_amb.jpg, 53632_160.jpg, 53632_160-c.jpg, 53632_160-d.jpg",hi!dea™,China,False,"Tamanho A5, Folhas pautadas cor marfim, Our nature",,,,,Película aderente,,,,Palha natural,,,,0,,,,,,,"cadernos, blocos, notebooks, ecologic, ecologico, ecológicos, eco, produtos eco, sustentável, sustentáveis, 93275",Natural,"Bloco,Caixa",81011,Bloco,,"Placa, Frente",Frente,25 x 10,"Bloco - Placa, Caixa - Frente","Laser, UV Digital, Tampografia, Silk Screen",Laser,LSR1-01-01,"LSR1-01, LSR1-02, DUV1-01, DUV1-02, DUV1-03, DUV1-04, DUV1-05, PDP1-01, SCR1-01","LSR1-01-01, LSR1-02-01, DUV1-01-F, DUV1-02-F, DUV1-03-F, DUV1-04-F, DUV1-05-F, PDP1-01-01, SCR1-01-01, SCR1-01-02, SCR1-01-03",Bloco - Placa (Laser - 25 x 10),1,0.0,53632_1_1_1.png,False,,,,False,False,cert_53632.zip,341,"SPOT,Our Nature",07/29/2025 16:17:45
53633,"EMPIRE NOTEBOOK II. Caderno EMPIRE A5 com folhas pautadas, lisas e pontilhadas",EMPIRE NOTEBOOK II,"O EMPIRE &eacute, um caderno A5 de design moderno, minimalista e com toque business. A capa dura em couro protege o seu interior que, de forma inteligente, se divide em três partes distintas com um separador que permite identificar cada uma das partes. As suas 120 folhas em papel proveniente de gestão florestal sustentável, dividem-se proporcionalmente por folhas não pautadas, pautadas e pontilhadas. O seu design minimalista &eacute, complementado pelo detalhe metálico no fecho, característico desta linha de produtos e que reforça a sua elegância. Produto fornecido com suporte de esferográfica (não inclusa). Fornecido em caixa presente. 150 x 210 mm | Caixa: 197 x 28 x 262 mm","O EMPIRE é um caderno A5 de design moderno, minimalista e com toque business. A capa dura em couro protege o seu interior que, de forma inteligente, se divide em três partes distintas com um separador que permite identificar cada uma das partes. As suas 120 folhas em papel proveniente de gestão florestal sustentável, dividem-se proporcionalmente por folhas não pautadas, pautadas e pontilhadas. O seu design minimalista é complementado pelo detalhe metálico no fecho, característico desta linha de produtos e que reforça a sua elegância. Produto fornecido com suporte de esferográfica (não inclusa). Fornecido em caixa presente","EMPIRE NOTEBOOK II. Caderno EMPIRE A5 com folhas pautadas, lisas e pontilhadas","EMPIRE NOTEBOOK II. CADERNO EMPIRE A5 COM FOLHAS PAUTADAS, LISAS E PONTILHADAS",False,True,False,False,150 x 210 mm | Caixa: 197 x 28 x 262 mm,,False,True,0.59,0.23,0.58,0.590X0.230X0.580,18.5,0.079,30,15,1,48202000,Escritório,4,Blocos com Função,1630,53633_set.jpg,53633_box.jpg,,,,"53633_set.jpg, 53633_103-a-logo.jpg, 53633_box.jpg, 53633_amb.jpg, 53633_103.jpg, 53633_103-a.jpg, 53633_103-b.jpg, 53633_103-c.jpg, 53633_103-d.jpg, 53633_103-e.jpg, 53633_103-f.jpg",Branve,China,False,"Fornecido em caixa de oferta, Tamanho A5, Folhas pautadas, Folhas Lisas, Our nature, sustainable florest product",,,,,,Embalagem Original,,,,,,,0,,,,,,,"cadernos, blocos, notebooks, branve, 93598",Preto,Bloco,,Bloco,,"Placa, Faixa PU",Placa,15 x 15,"Bloco - Placa, Bloco - Faixa PU","Hot stamping, Tampografia, Laser",Tampografia,PDP1-01-01,"HTS1-01, PDP1-01, LSR1-01, LSR1-02","HTS1-01-01, PDP1-01-01, LSR1-01-01, LSR1-02-01",Bloco - Placa (Tampografia - 15 x 15),0,0.0,53633_1_1_1.png,False,,,,False,True,cert_53633.zip,533,"SPOT,Our Nature",07/29/2025 16:17:45
53634,DYNAMIC NOTEBOOK II. Caderno DYNAMIC,DYNAMIC NOTEBOOK II,"O DYNAMIC &eacute, um caderno A5 idealizado e desenhado para ser um objeto funcional e prático com um toque de elegância citadina. Possui dois blocos de escrita diferentes, em cada um dos lados, que podem ser utilizados e fechados, separadamente. Possui sistema de fecho com ímã na faixa que envolve o bloco. A faixa, tem uma cor diferente em cada um dos lados, permitindo a sua identificação, conferindo uma certa irreverência ao produto. O material exterior &eacute, em polipele de elevada qualidade e 1680D, texturado e plano. Possui 128 folhas em papel proveniente de gestão florestal sustentável, que se dividem proporcionalmente em folhas lisas e folhas pautadas, identificáveis pela faixa exterior. O DYNAMIC torna-se único pelo seu design mas tamb&eacute,m pela sua funcionalidade, em que a dualidade o torna num objeto perfeito para todos os momentos do dia-a-dia. Fornecido em caixa presente. 150 x 210 mm | Caixa: 200 x 30 x 265 mm","O DYNAMIC é um caderno A5 idealizado e desenhado para ser um objeto funcional e prático com um toque de elegância citadina. Possui dois blocos de escrita diferentes, em cada um dos lados, que podem ser utilizados e fechados, separadamente. Possui sistema de fecho com ímã na faixa que envolve o bloco. A faixa, tem uma cor diferente em cada um dos lados, permitindo a sua identificação, conferindo uma certa irreverência ao produto. O material exterior é em polipele de elevada qualidade e 1680D, texturado e plano. Possui 128 folhas em papel proveniente de gestão florestal sustentável, que se dividem proporcionalmente em folhas lisas e folhas pautadas, identificáveis pela faixa exterior. O DYNAMIC torna-se único pelo seu design mas também pela sua funcionalidade, em que a dualidade o torna num objeto perfeito para todos os momentos do dia-a-dia. Fornecido em caixa presente",DYNAMIC NOTEBOOK II. Caderno DYNAMIC,DYNAMIC NOTEBOOK II. CADERNO DYNAMIC,False,True,False,False,150 x 210 mm | Caixa: 200 x 30 x 265 mm,,False,True,0.23,0.55,0.48,0.230X0.550X0.480,17.0,0.061,26,15,1,48202000,Escritório,4,Blocos com Função,1630,53634_set.jpg,53634_box.jpg,,,,"53634_set.jpg, 53634_103-box-a.jpg, 53634_box.jpg, 53634_amb.jpg, 53634_104.jpg, 53634_104-a.jpg, 53634_104-b.jpg, 53634_104-c.jpg, 53634_104-d.jpg, 53634_104-e.jpg, 53634_104-f.jpg",Branve,China,False,"Fornecido em caixa de oferta, Imã, Tamanho A5, Folhas pautadas, Folhas Lisas, Our nature, sustainable florest product",,,,,Polybag,Polybag,,,,,,,0,,,,,,,"cadernos, blocos, notebooks, branve, 93597",Azul,Bloco,,Bloco,,"Frente, Interior",Frente,35 x 10,"Bloco - Frente, Bloco - Interior","Hot stamping, Laser, Silk Screen",Hot stamping,HTS1-01-01,"HTS1-01, LSR1-01, LSR1-02, SCR1-01","HTS1-01-01, LSR1-01-01, LSR1-02-01, SCR1-01-01",Bloco - Frente (Hot stamping - 35 x 10),1,0.0,53634_1_1_1.png,False,,,,False,True,cert_53634.zip,533,"SPOT,Our Nature",07/29/2025 16:17:45
53654,HILST. Caderno A5 com capa dura em 80% materiais reciclados (PU reciclado e poliéster reciclado) estruturado em duas partes: a primeira tem 128 páginas pautadas e a segunda 128 páginas lisas,HILST,"Caderno A5 com um design moderno desenvolvido para ser versátil no seu dia de trabalho. Composto por uma capa dura em 80% materiais reciclados (PU reciclado e poliéster reciclado), este caderno está estruturado em duas partes: a primeira tem 128 páginas pautadas e a segunda 128 páginas lisas, ambas feitas de um material proveniente de gestão florestal sustentável. Contém uma fita para fecho magnético do caderno. 150 x 210 mm","Caderno A5 com um design moderno desenvolvido para ser versátil no seu dia de trabalho. Composto por uma capa dura em 80% materiais reciclados (PU reciclado e poliéster reciclado), este caderno está estruturado em duas partes: a primeira tem 128 páginas pautadas e a segunda 128 páginas lisas, ambas feitas de um material proveniente de gestão florestal sustentável. Contém uma fita para fecho magnético do caderno",HILST. Caderno A5 com capa dura em 80% materiais reciclados (PU reciclado e poliéster reciclado) estruturado em duas partes: a primeira tem 128 páginas pautadas e a segunda 128 páginas lisas,HILST. CADERNO A5 COM CAPA DURA EM 80% MATERIAIS RECICLADOS (PU RECICLADO E POLIÉSTER RECICLADO) ESTRUTURADO EM DUAS PARTES: A PRIMEIRA TEM 128 PÁGINAS PAUTADAS E A SEGUNDA 128 PÁGINAS LISAS,False,True,False,False,150 x 210 mm,,False,True,0.38,0.27,0.23,0.380x0.270x0.230,13.0,0.024,24,12,1,48202000,Escritório,4,Agendas e Blocos,16,53654_set.jpg,,,,,"53654_set.jpg, 53654_104-a.jpg, 53654_amb.jpg, 53654_104.jpg, 53654_104-b.jpg, 53654_104-e.jpg, 53654_104-f.jpg",hi!dea™,China,False,"Tamanho A5, Folhas pautadas, Folhas Lisas, Our nature",,,,,,,,,,,,,,,,,,,,,Azul,Bloco,51977,Bloco,,"Frente superior, Frente inferior, Verso Superior, Verso Inferior",Frente superior,50 x 25,"Bloco - Frente superior, Bloco - Frente inferior, Bloco - Verso Superior, Bloco - Verso Inferior","Hot stamping, Tampografia, Silk Screen",Tampografia,PDP2-01-01,"HTS1-01, PDP2-01, SCR2-01","HTS1-01-01, PDP2-01-01, PDP2-01-02, PDP2-01-03, PDP2-01-04, SCR2-01-01",Bloco - Frente superior (Tampografia - 50 x 25),0,0.0,53654_1_1_1.png,False,,,,False,False,,460,"SPOT,Novidades",08/04/2025 11:01:27
53788,RUSSEL II. Capa A5 em C.sintético e tecido em poliéster com 160 páginas lisas,RUSSEL II,"Capa em c. sintético e tecido em poliéster com caderno A5 removível com 160 páginas lisas. Contém fecho magnético, bolso exterior, bolso interior e suporte para esferográfica (não inclusa). Fornecida em embalagem de non-woven. 155 x 215 mm | Bolsa: 205 x 250 mm","Capa em c. sintético e tecido em poliéster com caderno A5 removível com 160 páginas lisas. Contém fecho magnético, bolso exterior, bolso interior e suporte para esferográfica (não inclusa). Fornecida em embalagem de non-woven",RUSSEL II. Capa A5 em C.sintético e tecido em poliéster com 160 páginas lisas,RUSSEL II. CAPA A5 EM C.SINTÉTICO E TECIDO EM POLIÉSTER COM 160 PÁGINAS LISAS,False,True,False,False,155 x 215 mm | Bolsa: 205 x 250 mm,,False,True,0.54,0.39,0.27,0.540X0.390X0.270,18.4,0.057,50,1,1,48202000,Escritório,4,Blocos,163,53788_set.jpg,,,53788_pouch.jpg,,"53788_set.jpg, 53788_104-a.jpg, 53788_pouch.jpg, 53788_104.jpg, 53788_104-d.jpg, 53788_113.jpg, 53788_113-a.jpg, 53788_113-c.jpg, 53788_113-d.jpg",hi!dea™,China,False,"Imã, Tamanho A5, Folhas Lisas",,,,,Bolsa em non-woven,Sem polybag,,,C. sintético e tecido em poliéster,,,,0,,,,,,,"cadernos, blocos, notebooks, certificado, 93788","Azul, Cinza",Bloco,"81156, 93734",Bloco,,Frente,Frente,100 x 180,Bloco - Frente,"Hot stamping, Laser",Laser,LSR4-01-01,"HTS1-01, LSR4-01, LSR4-02, LSR4-03, LSR4-04, LSR4-05, LSR4-06","HTS1-01-01, LSR4-01-01, LSR4-02-01, LSR4-03-01, LSR4-04-01, LSR4-05-01, LSR4-06-01",Bloco - Frente (Laser - 100 x 180),1,0.0,53788_1_1_1.png,False,,,,False,False,,339,SPOT,07/29/2025 16:17:45
53789,SHAKESPEARE II. Caderno A5 de capa dura em c.sintético com 280 páginas lisas,SHAKESPEARE II,Caderno A5 de capa dura em c. sintético. Contém 280 páginas lisas em cor marfim. Fornecido em bolsa de non-woven. 145 x 210 mm | Bolsa: 185 x 240 mm,Caderno A5 de capa dura em c. sintético. Contém 280 páginas lisas em cor marfim. Fornecido em bolsa de non-woven,SHAKESPEARE II. Caderno A5 de capa dura em c.sintético com 280 páginas lisas,SHAKESPEARE II. CADERNO A5 DE CAPA DURA EM C.SINTÉTICO COM 280 PÁGINAS LISAS,False,True,False,False,145 x 210 mm | Bolsa: 185 x 240 mm,,False,True,0.35,0.26,0.24,0.350X0.260X0.240,9.05,0.023,20,1,1,48202000,Escritório,4,Blocos com Função,1630,53789_set.jpg,,,53789_103-pouch.jpg,,"53789_set.jpg, 53789_103-c.jpg, 53789_103.jpg, 53789_103-pouch.jpg",hi!dea™,China,False,"Tamanho A5, Folhas lisas cor marfim",,,,,Bolsa em non-woven,Sem polybag,,,C. sintético,,,,0,,,,,,,"cadernos, blocos, notebooks, verne, certificado, 93789",Preto,"Bloco,Bolsa",53799,Bloco,,"Frente, Verso, Frente",Frente,140 x 170,"Bloco - Frente, Bloco - Verso, Bolsa - Frente","UV Digital, Hot stamping, Silk Screen, Transfer",UV Digital,DUV1-01-F,"DUV1-01, DUV1-02, DUV1-03, DUV1-04, DUV1-05, DUV1-06, DUV1-07, HTS1-01, SCR1-01, TRS3-01, TRS3-02, TRS3-03, TRS3-04","DUV1-01-F, DUV1-02-F, DUV1-03-F, DUV1-04-F, DUV1-05-F, DUV1-06-F, DUV1-07-F, HTS1-01-01, SCR1-01-01, SCR1-01-02, TRS3-01-01, TRS3-01-02, TRS3-01-03, TRS3-01-04, TRS3-02-01, TRS3-02-02, TRS3-02-03, TRS3-02-04, TRS3-03-01, TRS3-03-02, TRS3-03-03, TRS3-03-04, TRS3-04-01, TRS3-04-02, TRS3-04-03, TRS3-04-04",Bloco - Frente (UV Digital - 140 x 170),13,0.0,53789_1_1_1.png,False,,,,False,False,,424,SPOT,07/29/2025 16:17:45
53791,GULLAR. 6 blocos adesivados com 25 folhas cada e capa em papel kraft reciclado,GULLAR,"6 blocos adesivados com 25 folhas cada e capa em papel kraft reciclado. Incluso caderno com 100 páginas lisas e esferográfica em papel kraft reciclado, com escrita em azul. A capa e as notas adesivas são feitos de papel proveniente de gestão florestal sustentável. 100 x 150 mm","6 blocos adesivados com 25 folhas cada e capa em papel kraft reciclado. Incluso caderno com 100 páginas lisas e esferográfica em papel kraft reciclado, com escrita em azul. A capa e as notas adesivas são feitos de papel proveniente de gestão florestal sustentável",GULLAR. 6 blocos adesivados com 25 folhas cada e capa em papel kraft reciclado,GULLAR. 6 BLOCOS ADESIVADOS COM 25 FOLHAS CADA E CAPA EM PAPEL KRAFT RECICLADO,False,True,False,False,100 x 150 mm,,False,True,0.46,0.33,0.29,0.460x0.330x0.290,17.2,0.044,200,100,1,48202000,Escritório,4,Notas Adesivas,160,53791_set.jpg,,,,,"53791_set.jpg, 53791_103-c.jpg, 53791_amb.jpg, 53791_103.jpg, 53791_104.jpg, 53791_160.jpg, 53791_160-a.jpg, 53791_160-c.jpg",hi!dea™,China,False,"Escrita a azul, Folhas Lisas, Our nature",,,,,Polybag,,,,,,,,,,,,,,,,"Azul, Natural, Preto","Bloco,Esferográfica",53792,Bloco,,"Frente, Verso, Clipe, Oposto do clipe, Corpo 2, Corpo",Corpo,60 x 60,"Bloco - Frente, Bloco - Verso, Esferográfica - Clipe, Esferográfica - Oposto do clipe, Esferográfica - Corpo 2, Esferográfica - Corpo","UV Digital, Silk Screen, Transfer, Tampografia",Silk Screen,SCR1-01-01,"DUV1-01, DUV1-02, DUV1-03, DUV1-04, DUV1-05, SCR1-01, TRS1-01, TRS1-02, TRS1-03, PDP1-01, PDP2-01","DUV1-01-F, DUV1-02-F, DUV1-03-F, DUV1-04-F, DUV1-05-F, SCR1-01-01, TRS1-01-01, TRS1-01-02, TRS1-01-03, TRS1-01-04, TRS1-01-F, TRS1-02-01, TRS1-02-02, TRS1-02-03, TRS1-02-04, TRS1-02-F, TRS1-03-01, TRS1-03-02, TRS1-03-03, TRS1-03-04, TRS1-03-F, PDP1-01-01, PDP1-01-02, PDP1-01-03, PDP1-01-04, PDP1-01-05, PDP2-01-01, PDP2-01-02, PDP2-01-03, PDP2-01-04, PDP2-01-05",Bloco - Frente (Silk Screen - 60 x 60),0,0.0,53791_1_1_1.png,False,,,,False,False,,82,"SPOT,Últimas Chegadas,Novidades",08/04/2025 11:01:27
53792,ANDRADE. Conjunto para escritório com capa em cartão,ANDRADE,"Conjunto para escritório, com caderno (160 páginas pautadas), 6 conjuntos de notas adesivas (25 folhas cada um dos conjuntos), 1 régua de 12 cm, 1 esferográfica, suporte para cartões de visita e capa em cartão com elástico. A capa, o caderno e as notas adesivas são feitos de papel proveniente de gestão florestal sustentável. 110 x 153 mm","Conjunto para escritório, com caderno (160 páginas pautadas), 6 conjuntos de notas adesivas (25 folhas cada um dos conjuntos), 1 régua de 12 cm, 1 esferográfica, suporte para cartões de visita e capa em cartão com elástico. A capa, o caderno e as notas adesivas são feitos de papel proveniente de gestão florestal sustentável",ANDRADE. Conjunto para escritório com capa em cartão,ANDRADE. CONJUNTO PARA ESCRITÓRIO COM CAPA EM CARTÃO,False,True,False,False,110 x 153 mm,,False,True,0.32,0.25,0.35,0.320x0.250x0.350,11.1,0.028,60,30,1,48202000,Escritório,4,Conjuntos de Secretária,151,53792_set.jpg,,,,,"53792_set.jpg, 53792_103.jpg, 53792_160.jpg, 53792_160-c.jpg",hi!dea™,China,False,"Escrita a azul, Tamanho de bolso, Our nature, Folhas pautadas kraft",,,,,Polybag,,,,,,,,,,,,,,,,"Natural, Preto",Bloco,,Bloco,,"Frente, Verso",Frente,30 x 30,"Bloco - Frente, Bloco - Verso","Tampografia, Silk Screen, Transfer",Tampografia,PDP3-01-01,"PDP3-01, SCR3-01, TRS1-01, TRS1-02, TRS1-03","PDP3-01-01, SCR3-01-01, TRS1-01-01, TRS1-01-02, TRS1-01-03, TRS1-01-04, TRS1-01-F, TRS1-02-01, TRS1-02-02, TRS1-02-03, TRS1-02-04, TRS1-02-F, TRS1-03-01, TRS1-03-02, TRS1-03-03, TRS1-03-04, TRS1-03-F",Bloco - Frente (Tampografia - 30 x 30),0,0.0,53792_1_1_1.png,False,,,,False,False,,167,"SPOT,Novidades",08/04/2025 11:01:27
